,labels,text
533,5,"O saldo remanescente de recursos públicos federais provenientes de contrato de gestão deve, obrigatória e exclusivamente, ser aplicado nas ações necessárias ao cumprimento das metas pactuadas no respectivo ajuste, ou, se já alcançadas, ser devolvido aos cofres da União."
534,5,É irregular a incidência de taxa de administração em convênio.
535,5,"É cláusula obrigatória do convênio dispositivo para o convenente recolher à conta do concedente o valor, atualizado monetariamente, correspondente ao percentual da contrapartida pactuada, não aplicada na consecução do objeto do convênio."
536,5,"Quando a liberação dos recursos for dividida em três ou mais parcelas, a terceira parcela somente poderá ser liberada após a prestação de contas referente à primeira parcela, e assim sucessivamente."
537,5,"A Administração municipal não deve efetuar o pagamento em espécie a fornecedores de gêneros alimentícios para o PNAE, haja vista que o saque de recursos da conta específica do programa deve ser realizado, exclusivamente, mediante cheque nominativo ao credor ou ordem bancária, transferência eletrônica disponível ou outra modalidade de saque autorizada pelo Banco Central do Brasil em que fique identificada sua destinação e credor, conforme disposições regulamentares da matéria."
538,5,"Não é cabível a utilização de fundações de apoio para realizar atividades típicas do quadro de pessoal das instituições federais de ensino superior e de pesquisa científica e tecnológica ou para atividades relacionadas a serviços administrativos, passíveis de terceirização."
539,5,"Para receber recursos oriundos de transferências voluntárias da União, as organizações não-governamentais (ONGS) e as organizações da sociedade civil de interesse público (OSCIPS) devem comprovar a sua regularidade fiscal."
540,5,São indevidas transferências voluntárias a organizações não-governamentais (ONGs) e a organizações da sociedade civil de interesse público (OSCIPs) que não contemplem em seus estatutos as atividades dos objetivos pretendidos pelo ajuste.
541,5,"A apresentação posterior de recibos sem correlação expressa com o instrumento acordado impede a fornação de nexo causal entre os recursos transferidos mediante convênio e a execução do objeto. As provas devem ser apresentadas de forma documental, sob o ônus do gestor."
542,5,"Não é possível se estabelecer nexo de casualidade entre os pagamentos efetuados com recursos de convênio e obra executada quando os cheques são emitidos em favor do próprio convenente e endossados e sacados nos caixas da instituição bancária, com as notas fiscais sem nenhuma referência ao convênio."
543,5,"É indevida a celebração de convênio entre órgão público e empresa privada para recuperação de malha ferroviária. Só é possível a celebração de convênio quando o interesse dos partícipes for comum e coincidente. Tratando-se de interesses opostos, o instrumento adequado é o contrato."
544,5,"Os órgãos e entidades da Administração Pública concedentes devem estabelecer um valor, nos ajustes de maior materialidade, a partir do qual seja obrigatória a verificação &#8216;in loco&#8217; da execução física dos ajustes firmados com entidades não-governamentais."
545,5,Considera-se desvio de finalidade o repasse de recursos federais para organizações não-governamentais (ONGS) e organizações de sociedade civil de interesse público (OSCIPS) sem que seja evidenciado o interesse público na atuação dessas entidades.
546,5,"As entidades privadas sem fins lucrativos que recebam recursos da União mediante convênio devem observar os princípios da impessoalidade, moralidade e economicidade, sendo necessária, no mínimo, a realização de cotação prévia de preços no mercado antes da celebração do contrato."
547,5,Entidades privadas sem fins lucrativos que celebram convênios com a União devem observar os requisitos mínimos em seus procedimentos licitatórios na aplicação dos recursos públicos federais.
548,5,"A ausência de documentos para comprovação e cumprimento do objeto de convênio pode, excepcionalmente, ser relevada em prol de elementos suficientes que confirmem a não ocorrência de desvio de objeto ou de finalidade e o benefício à coletividade, privilegiando-se o princípio constitucional da eficácia."
549,5,"É indevida a previsão em convênios e contratos de repasse de transferência de recursos para a elaboração de projeto básico, uma vez que tal elemento deve integrar o plano de trabalho, que precede a celebração do ajuste."
550,5,Os recursos para execução de convênio dividido em etapas somente devem ser repassados quando for demonstrado que os valores descentralizados para execução da etapa anterior tiveram boa e regular aplicação.
551,5,"Deve ser mantida cópia integral da prestação de contas dos recursos de convênios federais e os documentos fiscais ou equivalentes a ela relativos à disposição dos órgãos de controle interno e externo, pelo prazo de 5 (cinco) anos, contados da aprovação da prestação ou tomada de contas da entidade concedente."
552,5,"Em contratos de repasse, é indevida a liberação de recursos incompatíveis com o percentual de execução do objeto."
553,5,"O saque efetuado diretamente no caixa, mediante endosso de cheque nominal à prefeitura, para pagamento em espécie, além de contrariar as normas específicas, impossibilita a identificação do destino e, consequentemente, do efetivo credor, impedindo o nexo causal entre o montante repassado e o objeto executado."
554,5,"A falta de documentação fiscal, com os requisitos exigidos pela IN/STN nº 1/97, caracteriza ausência de nexo de causalidade entre a documentação de despesas efetuadas e o objeto de convênio. Não é suficiente argüir que o gestor sucessor não cede a documentação, sem que apresente comprovação ou ingresso ao Judiciário exigindo esses documentos."
555,5,"Para os fins do art. 73, inciso VI, alínea &#8220;a&#8221;, da Lei 9.504/1997 (Lei Eleitoral) , entende-se como obra em andamento, que possibilita a transferência voluntária de recursos da União aos estados e municípios em período pré-eleitoral, aquela que tenha sido efetivamente iniciada, ou seja, que tenha havido alguma execução física, não se caracterizando para tanto os atos meramente preparatórios, como os serviços de mobilização de equipamentos e de instalação e arrumação do canteiro de obras."
556,5,O saque integral e antecipado de recursos de conta específica de convênio impede a formação de nexo de causalidade entre os valores transferidos e as as despesas efetuadas.
557,5,"As prestações de contas atinentes ao Programa Nacional de Alimentação Escolar &#8211; PNAE são simplificadas, compostas de demonstrativos sintéticos anuais da execução físico-financeira e do parecer do conselho de alimentação escolar. Contudo, instaurada TCE em decorrência da omissão no dever de prestar contas, o gestor deve apresentar todos os comprovantes de pagamentos efetuados com os recursos transferidos, tais como notas fiscais, recibos, procedimentos licitatórios, contratos, extratos bancários, cópias de cheques e/ou ordens de pagamentos. "
558,5,A ausência de extratos bancários impede o estabelecimento do nexo entre o desembolso dos recursos federais recebidos e os comprovantes de despesa encaminhados pelo gestor. O ônus de comprovar a regularidade da integral aplicação dos recursos públicos compete ao gestor.
559,5,"É irregular a ausência de documentação para a formalização do convênio, quanto à comprovação do exercício pleno da propriedade do imóvel mediante certidão de registro no cartório de imóvel; contudo, atenua-se essa falha quando a liberação de recursos federais somente ocorre após a edição do decreto de desapropriação."
560,5,"A licença ambiental prévia deve preceder à celebração de convênios que envolvam obras, instalações ou serviços que exijam estudos ambientais."
561,5,"A simples realização do objeto não é suficiente para garantir a regularidade das contas, sendo essencial que seja comprovado o nexo de causalidade entre os recursos federais transferidos e o objeto conveniado."
562,5,"É obrigatório ao convenente guardar os documentos comprobatórios das despesas por cinco anos a partir da aprovação das contas anuais da entidade repassadora (art. 21, IN STN 2/93) ."
563,5,"Em convênios com liberação parcelada de recursos, é irregular a figura do sobrestamento de valores não aprovados, em que a concedente permite a continuidade dos repasses a despeito de irregularidades verificadas na prestação de contas parcial. Nesses casos, deve ser fixado prazo legal para o convenente sanar as irregularidades ou cumprir a obrigação pendente e, em caso de insucesso, deve o repassador dos recursos instaurar tomada de contas especial e registrar a inadimplência no Siafi, sob pena de responsabilidade."
564,5,"Em convênio, é vedada a realização de despesas com multa e juros."
565,5,"A comprovação da aplicação dos recursos deve estar acompanhada de todos os elementos que motivaram os pagamentos, como notas fiscais, recibos, procedimentos licitatórios, contratos, extratos bancários, cópias de cheques e/ou ordens de pagamento, necessários e suficientes que levem à confirmação de que houve nexo de causalidade entre as despesas realizadas e os recursos federais recebidos."
566,5,"Há necessidade de o gestor demonstrar, de forma inequívoca, que os valores, alegadamente gastos no objeto da avença, tenham como origem os recursos do convênio, e não eventuais outras fontes."
567,5,Os recursos financeiros de convênios firmados com fundações de apoio devem ser geridos em instituição bancária da qual a União detenha o controle acionário.
568,5,"As fundações de apoio devem apresentar prestação de contas final e periódica tanto para os recursos provenientes dos Orçamentos Fiscal e da Seguridade Social (IN STN 1/1997) , quanto para os de outras fontes."
569,5,Não devem ser transferidos recursos de convênio antes da aprovação de modificações no projeto executivo submetidas ao concedente pelo convenente.
570,5,"Caracteriza desvio de objeto a construção de prédio com dimensões inferiores às estabelecidas no plano de trabalho de convênio, sem cientificação do concedente. O concedente deve evitar o repasse de valores inferiores ao pactuado no plano de trabalho, de modo que não sejam inviabilizados os objetos originalmente pactuados."
571,5,"O Plano de Trabalho dos convênios a serem celebrados tem que conter a especificação completa do bem a ser produzido ou adquirido e, no caso de obras, instalações ou serviços, o projeto básico, entendido como tal o conjunto de elementos necessários e suficientes para caracterizar, de modo preciso, a obra, instalação ou serviço objeto do convênio, sua viabilidade técnica, custos, fases, ou etapas, e prazos de execução."
572,5,"Para comprovação de pagamento de despesas em convênio, a legislação prevê a utilização de outras modalidades de saque autorizada pelo Banco Central do Brasil, desde que fiquem identificados sua destinação e, no caso de pagamento, o credor."
573,5,"O órgão concedente dos recursos deve exercer controle preventivo do convênio, por meio de análises técnicas das proposições e dos instrumentos de celebração, como plano de trabalho, valores orçados e capacidade do convenente."
574,5,"A titulação, e mesmo o retorno do bolsista ao Brasil, se mostram dispensáveis, desde que, no primeiro caso, seja demonstrada a aplicação dos conhecimentos nas áreas de interesse e, no segundo caso, que a permanência do bolsista no exterior funcione como agente facilitador do acesso de novos bolsistas à qualificação no exterior ou apoio à pesquisa nacional naquela localidade."
575,5,"A comprovação de despesas realizadas com recursos do fundo partidário não deve ser feita por intermédio de recibos (art. 3º, §1º, alínea &#8220;c&#8221; da Resolução TSE 19.768/1996) ."
576,5,O envio de documentação incompleta impede a demonstração da correta aplicação dos recursos federais e do nexo de causalidade entre os recursos transferidos e a obra executada.
577,5,"Para ressarcimento de despesas, os recursos devem ser transferidos a título de subvenção social, e não de convênio. Eventuais saldos de recursos não podem ser utilizados para suportar despesas de custeio da entidade convenente não relacionadas diretamente com a avença pactuada."
578,5,"É dever do Prefeito consolidar e encaminhar a prestação de contas da totalidade dos recursos transferidos ao município à conta do Programa Dinheiro Direto na Escola, mesmo em relação àqueles repassados diretamente às unidades executoras."
579,5,A conciliação bancária é instrumento hábil para demonstrar o nexo causal entre as despesas efetuadas e a origem dos recursos despendidos.
580,5,"O convênio firmado sob a égide da Instrução Normativa STN 12/1988 não fixou prazo para a manutenção de documentação em arquivo, o que só foi feito mediante a edição da Instrução Normativa STN 03/1990, que definiu o prazo em 5 (cinco) anos, contados da aprovação da prestação ou tomada de contas do gestor do órgão ou entidade concedente, relativa ao exercício da concessão. A inércia da Administração inviabiliza a apresentação de esclarecimentos por parte do responsável, por ter expirado o prazo estipulado em normativo, em prejuízo aos princípios constitucionais da ampla defesa e do contraditório."
581,5,"A ausência do extrato bancário impede certificar a regularidade na aplicação dos recursos do convênio, bem como o alcance dos objetivos pactuados."
582,5,"A baixa da inadimplência e da responsabilidade do gestor faltoso só pode ser dada após a comprovação do recolhimento do débito perante o TCU, que, por sua vez, expedirá quitação ao responsável, após o devido pagamento."
583,5,A falta de correlação entre os saques realizados na conta bancária específica do convênio e os documentos de despesa apresentados impedem o estabelecimento do nexo de causalidade.
584,5,"É obrigatória a notificação, em dois dias úteis, aos partidos políticos, sindicatos de trabalhadores e entidades empresariais com sede no município, da liberação de recursos federais para o executivo local."
585,5,As alterações promovidas no projeto original que não desvirtuam o objeto conveniado caracterizam tão somente desvio de objeto.
586,5,A ausência do extrato bancário da conta específica do convênio inviabiliza o estabelecimento de nexo de causalidade entre as despesas supostamente efetuadas e os recursos federais repassados.
587,5,Os demonstrativos de despesas desacompanhados dos extratos bancários da conta específica de convênio e dos documentos comprobatórios não permitem que se estabeleça o nexo de causalidade entre os valores envolvidos e os supostos gastos consignados nos demonstrativos.
588,5,"Os valores arrecadados com a cobrança de ingressos em shows e eventos ou com a venda de bens e serviços produzidos ou fornecidos em função dos projetos beneficiados com recursos dos convênios devem ser revertidos para a consecução do objeto conveniado ou recolhidos à conta do Tesouro Nacional. Adicionalmente, referidos valores devem integrar a prestação de contas."
589,5,"O prazo para guarda e conservação de documentos que tiverem sido analisados pelo TCU para fins de julgamento de contas anuais é de cinco anos, contados da data da decisão definitiva sobre essas contas. Quando se referirem a receitas percebidas ou despesas efetuadas por quem não presta contas ordinárias ao Tribunal, os documentos deverão ser guardados por dez anos, contados da data de recebimento ou de aplicação dos recursos, respectivamente."
590,5,"Para celebração de convênios os projetos básico e executivo devem conter os elementos necessários a identificar claramente a obra e os serviços a serem executados, bem como os materiais a serem empregados, as especificações técnicas a serem observadas, bem como orçamento detalhado dos quantitativos e custos unitários relativos ao objeto."
591,5,"A aplicação de recursos públicos geridos por particular em decorrência de convênio, acordo, ajuste ou outros instrumentos congêneres, deve atender, no que couber, às disposições da Lei de Licitações."
592,5,"Os recursos transferidos, enquanto não utilizados na sua finalidade, devem ser obrigatoriamente aplicados em caderneta de poupança ou em fundo de curto prazo."
593,5,"Os valores do Programa Dinheiro Direto na Escola - PDDE, transferidos diretamente às Unidade Executoras, quando não consolidados no Demonstrativo Sintético Anual da Execução Físico-Financeira, a cargo da prefeitura, e não enviado ao FNDE, configuram ausência de prestação de contas sob responsabilidade do gestor municipal."
594,5,"O saque dos recursos diretamente no caixa, em tempo insuficiente para a conclusão do convênio, caracteriza irregularidade flagrante na execução financeira do ajuste e impossibilita constatar a relação entre os débitos efetuados na conta bancária específica com as despesas relativas ao objeto (nexo de causalidade) ."
595,5,"Deve ser realizado o devido processo licitatório na aquisição de bens e serviços, quando da execução direta ou indireta de convênios, acordos, ajustes ou outros instrumentos similares, custeados com recursos federais (art. 27, parágrafo único, da Instrução Normativa/STN 1/1997) , mesmo que o convenente seja entidade não governamental."
596,5,"É indevida a utilização de convênio para terceirização de serviços, por caracterizar fuga ao procedimento licitatório."
597,5,O encaminhamento de cópias das notas fiscais desacompanhadas dos extratos bancários impede a correlação entre os recursos transferidos mediante convêncio e despendidos no objeto (nexo de causalidade) . É exigência imposta aos gestores públicos a correta comprovação da aplicação de recursos públicos.
598,5,"Não poderão firmar convênios com o governo federal as entidades privadas sem fins lucrativos que tenham como dirigentes membros dos poderes Executivo, Legislativo, Judiciário, do Ministério Público e do Tribunal de Contas da União, bem como cônjuges, companheiros, parentes de até 2º grau. A regra também vale para aquelas que tiverem servidor público vinculado ao órgão ou entidade concedente."
599,5,"É obrigatório o cadastro prévio no Sistema de Gestão de Convênios, Contratos de Repasse e Termos de Parcerias (Sincov) das ONGs que pretendem celebrar ajuste com o Poder Público."
600,5,"Os convênios de fiscalização possuem natureza jurídica de contrato, que deve ser precedido de licitação pública segundo os normativos aplicáveis ao objeto a ser licitado."
601,5,"Os programas de governo, como o Programa Nacional de Transporte Escolar - PNATE, possuem prestações de contas simplificadas, compostas de demonstrativos de execução da receita e da despesa ou outros da mesma espécie. Contudo, em caso de omissão no dever de prestar contas, ela somente será suprida com a apresentação de documentos comprobatórios da regular aplicação dos recursos públicos, tais como notas fiscais, recibos, contratos, cópias de cheques e/ou ordens de pagamentos."
602,5,"Em caso de não utilização de recursos de convênio, a devolução ao concedente deve ser efetuada com a devida correção, e não pelo valor histórico."
603,5,"É irregular a comprovação de despesas, por meio de documentos fiscais inidôneos, a partir de recibos não numerados, nos quais consta referência a futura emissão das notas fiscais. O saque de valores a título de suprimento de fundos para aquisição de bens e pagamento de serviços prejudica a comprovação do nexo entre os saques das contas bancárias e a sua destinação ao objeto do convênio."
604,5,É responsabilidade do órgão repassador de recursos de convênios a realização de análises detalhadas de custo dos objetos propostos e da capacidade operacional das entidades proponentes para execução do objeto.
605,5,"É obrigatória a verificação da regularidade fiscal dos proponentes para celebração de convênio, sendo o descumprimento desse controle preventivo por parte do órgão repassador passível de responsabilização dos gestores e (ou) responsáveis."
606,5,"Somente podem ser aprovados convênios cujos Planos de Trabalho contenham descrição e especificação completa do objeto a ser executado, bem como descrevam as metas a serem atingidas, qualitativa e quantitativamente."
607,5,"Os valores captados com amparo no Programa Nacional de Apoio à Cultura - Pronac e não aplicados devem destinar-se a outros projetos do âmbito do Ministério da Cultura. É obrigação dos responsáveis a devolução dos valores recebidos, inclusive com multa sobre o valor do débito corrigido, em caso de não cumprimento do projeto ou sua realização em desacordo com o estatuído."
608,5,"Carece de amparo legal a substituição de comprovantes de despesas realizadas com recursos oriundos da renúncia fiscal, eventualmente glosadas na fase de prestação de contas de projetos de obras audiovisuais aprovados com base na Lei 8.685/1993, por comprovantes de despesas custeadas com recursos de contrapartida, mesmo aquelas feitas com recursos da denominada parcela ""excesso de contrapartida"", não sendo possível adotar tal procedimento."
609,5,"É necessária a formalização de termo de convênio, por ocasião da celebração de parceria entre conselho de fiscalização profissional e órgãos e entidades públicas, mesmo nas hipóteses de não estarem envolvidos recursos financeiros."
610,5,"No caso de convênios por entes integrantes do Sistema ""S"" cabe as partes convenentes observarem, no que for aplicável, os respectivos regulamentos de licitações e contratos de tais entidades."
611,5,A ausência da manutenção de recursos de convênio em conta corrente específica impede evidenciar que os numerários utilizados nas atividades realizadas coincidem com os recursos recebidos.
612,5,"Não há vedação ao pagamento de funcionários de entidade convenente privada, apenas a servidor público, desde que o convênio seja assinado sob os termos da Instrução Normativa STN 2/1993."
613,5,"A realização de saques contra a conta de convênio, por meio de cheques nominativos a prefeitura, impede o estabelecimento de nexo entre os saques realizados e a execução do objeto pactuado."
614,5,"É indevida a utilização dos rendimentos auferidos com a aplicação financeira dos recursos transferidos ao Município para compensar parte do valor da contrapartida não aplicada, gerando a quebra da proporção de participações pactuada e grave infração à norma legal e regulamentar de natureza financeira."
615,5,"As irregularidades na documentação comprobatória como extratos bancários não autenticados e sem abrangência do período das obras; saques não condizentes com recibos e notas fiscais, e sem identificação do convênio; saques em espécie, impedem vislumbrar o nexo causal entre os pagamentos e os desembolsos realizados pelo responsável."
616,5,São indevidos os pagamentos a dirigentes de entidades sem fins lucrativos com recursos que lhe foram transferidos por convênio.
617,5,"É exigido que os objetos de convênios ou instrumentos congêneres relativos a obras refiram-se ao empreendimento como um todo ou às suas fases, garantindo assim o alcance da funcionalidade e o atendimento ao interesse público."
618,5,"É responsabilidade do gestor dos recursos repassados alertar ao concedente, ainda no período de execução do convênio, acerca da impossibilidade de cumprimento das metas, apresentado provas concretas para tanto."
619,5,"A execução de objeto de convênio, desacompanhada da prestação de contas, não é suficiente para se formar juízo acerca do nexo de causalidade que demonstre que dito objeto tenha sido, de fato, realizado com a utilização dos valores repassados em função do ajuste pactuado."
620,5,"O instituto do convênio pressupõe a existência de interesses recíprocos entre concedente e convenente, pois o ajuste deve ser firmado para a consecução de interesses comuns entre os partícipes, sem que haja a previsão de lucro por uma das partes, tampouco a prestação de um serviço mediante pagamento pela outra parte."
621,5,"Os recursos públicos provenientes de convênios não podem onerados com a taxa de administração, que é vedada por norma (art. 8º, I, da IN/STN nº 1/1997) . É ilegal a instituição de taxa de contribuição ao desenvolvimento da pesquisa de até 10% (dez por cento) para a fundação de apoio."
622,5,"Devem ser encaminhadas à procuradoria jurídica da instituição contratante todas as minutas de planos de trabalho a serem pactuados, para exame e aprovação, uma vez que a oitiva do órgão jurídico não está na seara da discricionariedade do gestor."
623,5,"O sigilo bancário de que trata a Lei Complementar 105/2001 não se aplica às informações referentes a contas específicas, abertas exclusivamente para movimentação de recursos descentralizados pela União, mediante convênios ou outros instrumentos congêneres, sendo inadmissível a sonegação de quaisquer processos, documentos ou informações solicitados no exercício das diversas fiscalizações realizadas pelo TCU."
624,5,"Os planos de trabalho devem trazer a descrição das metas a serem atingidas, qualitativa e quantitativamente, e todas as informações suficientes para a identificação do projeto, atividade ou ação prevista e seus custos."
625,5,"Considera-se regular a contratação temporária de trabalhador realizada por Batalhão Ferroviário, em decorrência de convênio, para laborar na construção, reparação e manutenção de estradas ferroviárias em lugares inóspitos e de difícil acesso, sendo inteiramente vedado o desvio de função da pessoa contratada, sob pena de nulidade do contrato e responsabilidade administrativa."
626,5,"É necessário estabelecer o nexo de causalidade entre a origem dos recursos e a despesa efetuada com recursos oriundos de convênio, o que não é possível, no caso de realização de saques contra conta do convênio. As peculiaridades no caso concreto na aplicação do recursos, a correlação entre os materiais empregados e a documentação fiscal, alíada a plena conclusão do objeto, permitem o julgamento regular com ressalva das contas."
627,5,Compete ao prefeito municipal apresentar ao FNDE a prestação de contas dos recursos recebidos à conta do Programa Dinheiro Direto na Escola - PDDE.
628,5,"A responsabilidade pela prestação de contas final dos recursos repassados diretamente às unidades executoras das escolas, no âmbito do Programa Dinheiro Direto na Escola - PDDE, é de competência dos municípios mantenedores dos estabelecimentos de ensino a eles vinculados. A eventual omissão de prestação de contas por parte de unidades executoras de escolas municipais, compete ao titular da Prefeitura adotar as medidas cabíveis para sanar o problema, sob pena de responder por essa omissão."
629,5,"Não deve ser celebrado convênio envolvendo recursos do Programa de Apoio a Eventos do País - PAEP, com entidade não elegível com o objetivo primordial do respectivo programa."
630,5,"O gestor público que não presta contas no momento certo, dentro do quadro procedimental traçado em instrumento de convênio, encontra-se em mora com dever fundamental e não pode alegar fato superveniente como causa impeditiva da devida prestação."
631,5,"Quando não se caracterizar a existência de interesses recíprocos dos participantes na consecução do objeto, não cabe firmar convênio."
632,5,"Com relação ao Programa Nacional de Alimentação Escolar - PNAE e ao Programa Dinheiro Direto na Escola - PDDE, os municípios devem manter em seus arquivos, em boa guarda e organização, pelo prazo de cinco anos, contados da data de aprovação da prestação de contas do concedente, os documentos previstos para a prestação de contas, juntamente com todos os comprovantes de pagamentos efetuados com os recursos financeiros transferidos (art. 4º, § 5º, c/c o art. 12 da MP nº 2.178-36/2001) ."
633,5,É responsabilidade do convenente a adequada utilização e manutenção de bens adquiridos com recursos federais transferidos.
634,5,Não é cabível a utilização de fundações de apoio para realizar atividades típicas ou do quadro de pessoal das instituições federais de ensino superior e de pesquisa científica e tecnológica.
635,5,"As organizações sociais estão obrigadas a utilizar o pregão, preferencialmente na forma eletrônica, para aquisição de bens e serviços comuns realizadas com recursos federais transferidos voluntariamente."
636,5,"Não há, na IN-STN 01/97, vedação expressa a pagamento, por serviços prestados, a agentes vinculados a convenente não integrante da Administração Pública."
637,5,As notas fiscais e extratos bancários que não fazem referência ao convênio não comprovam que os recursos provenientes do ajuste foram efetivamente aplicados no objeto pactuado.
638,5,"A prestação de contas dos recursos atinentes ao Programa de Manutenção e Desenvolvimento do Ensino Fundamental - PMDE deve ser apresentada ao gestor municipal (prefeito) pelas unidades escolares beneficiárias dos recursos e, com base nessas informações, preparar para ser encaminhada ao FNDE, devendo os documentos comprovarem, por intermédio de pessoas ligadas diretamente às escolas, que os bens foram, se não adquiridos, pelo menos recebidos e utilizados efetivamente por cada uma das unidades escolares."
639,5,"Não há impedimento à cobrança pelas instituições financeiras de tarifas e os serviços gerados pela movimentação dos recursos dos convênios, mas essas despesas devem ser pagas pelo convenente."
640,5,A ausência de extratos bancários impossibilita o estabelecimento do nexo de causalidade entre os dispêndios e o objeto ajustado.
641,5,"A documentação da despesa deve ser mantida em boa ordem pelo convenente pelo prazo de 5 (cinco) anos, contados da aprovação da prestação ou da tomada de contas do gestor do órgão concedente (art. 30, § 1º, da IN/STN 01/1997) . Esse prazo é interrompido pela prática de algum ato que, de alguma forma, leve ao conhecimento do responsável convenente a adotar alguma providência atinente à prestação de contas, seja solicitando-a integralmente em razão de omissão, seja requisitando outras informações ou documentos complementares."
642,5,"Os convênios, mesmo em situações emergenciais, devem apresentar a definição completa do objeto a ser executado e das metas a serem atingidas, qualitativa e quantitativamente."
643,5,"A prestação de contas dos recursos do Programa Nacional de Alimentação Escolar - PNAE se dá de forma simplificada, mas não se resume ao Demonstrativo Sintético Anual da Execução Físico-Financeira do PNAE, pois deve ser complementada com o Parecer do Conselho Municipal de Alimentação Escolar."
644,5,Os contratos de repasse somente devem ser firmados após análise e aprovação dos planos de trabalho.
645,5,"O particular, quando da aplicação de recursos oriundos de convênios firmados com órgãos ou entidades vinculados à União, está obrigado a realizar os procedimentos licitatórios fixados na legislação competente (Lei de Licitações e IN STN nº 1/1997) ."
646,5,"Não se admite como subvenção social (para custeio das despesas próprias da entidade) recurso transferido a título de convênio (para, em regime de mútua colaboração, executar um objeto de interesse comum) ."
647,5,"Os Acordos Básicos firmados entre a União e organismo internacional têm natureza jurídica de convênio, e deverão ser regidos pela IN/STN 1/1997."
648,5,"Na eventual omissão de prestação de contas do Programa Dinheiro Direto na Escola - PDDE por parte de unidades executoras de escolas municipais, compete ao titular da Prefeitura adotar as medidas cabíveis para sanar o problema, sob pena de responder por essa irregularidade."
649,5,"Incabível exigir do gestor convenente a guarda de documentos relativos ao convênio transcorridos mais de cinco anos do julgamento das contas do órgão concedente, sem que haja prejuízo ao seu direito constitucional de ampla defesa e contraditório."
650,5,"A movimentação financeira de recursos de convênio por meio de saques em espécie constitui afronta a norma regulamentar (IN STN 1/1997, art. 20) , pois não permite estabelecer o nexo de causalidade entre a despesa e os recursos advindos do ajuste."
651,5,"O princípio da verdade material pode, excepcionalmente, relevar a ausência de apresentação de notas fiscais, quando comprovado o emprego integral dos recursos no objeto conveniado."
652,5,"É indevido utilizar o saldo de aplicação financeira, remanescente na conta corrente específica, para deduções nos valores a serem empregados a título de contrapartida do convenente. A baixa materialidade do valor envolvido e o atingimento da finalidade do ajuste são atenuantes para a não apenação do gestor."
653,5,"Ao gestor cabe, além de comprovar a consecução do objeto avençado, estabelecer o nexo entre a realização do objeto do convênio e os recursos recebidos para esse fim."
654,5,"É admitida a realização de obra em imóvel objeto de processo judicial de desapropriação ainda em curso, por interesse social, de que se detenha somente a imissão provisória de posse, determinada pelo juízo da causa."
655,5,"O estabelecimento de relação meramente comercial, sem que estejam caracterizadas as figuras do interesse recíproco e da cooperação, típicas do instrumento de convênio, deve passar por licitação prévia."
656,5,"A celebração do instrumento de cooperação de que trata o art. 2º, parágrafo único, do Decreto 1.819/1996 não poderá ser utilizada para fundamentar a contratação isolada, junto a instituições financeiras oficiais, de serviços de fiscalização de convênios celebrados entre os entes federados e a União. A contratação de tais serviços se restringe aos casos de efetiva transferência de recursos mediante contratos de repasse, na forma prevista no mencionado normativo, situação essa em que a instituição financeira atuará como mandatária da União, em consonância com os demais dispositivos legais que regem as transferências voluntárias de recursos federais, em especial, o art. 10, § 6º, do Decreto-Lei 200/1967, o art. 54 do Decreto 93.872/1986, o art. 116, § 3º, da Lei 8.666/1993 e o art. 23 da IN/STN 1/1997."
657,5,"Quando não há coincidência de interesses que caracteriza a firmatura de convênios, mas apenas o interesse financeiro de entidade privada em executar serviços, estes devem ser licitados."
658,5,"Previamente à assinatura de termos de parceria com o Poder Público, devem ser exigidas da Oscip interessada as certidões negativas mencionadas no art. 4º, inciso VII, &#8220;b&#8221;, da Lei 9.790/1999, tendo em vista o disposto no art. 195, § 3º, da Constituição Federal."
659,5,É necessária a previsão legal específica para a concessão de bolsas de estudo ou pesquisa com a utilização de recursos públicos.
660,5,"A aplicação de recursos públicos geridos por particular em decorrência de convênio, acordo, ajuste ou outros instrumentos congêneres, deve atender, no que couber, às disposições da Lei de Licitações."
661,5,"O Ministério das Relações Exteriores (MRE) pode apresentar propostas de convergência de suas normas à Lei 8.666/1993, de forma a auxiliar os organismos internacionais que mantêm projetos de cooperação técnica e que indicam ter dificuldade em aplicar a Lei 8.666/1993 ou o Manual de Convergência, em virtude de não pertencerem ao sistema das Nações Unidas, desde que guardem relação com os princípios da indisponibilidade do interesse público, da impessoalidade, da isonomia, da moralidade, da publicidade, da eficiência, da economicidade e da razoabilidade e, além disso, com o que dispõem o art. 116, § 3º, da Lei 8.666/1993, o Decreto 5.151/2004 e o art. 27 da Instrução Normativa STN 1/1997, este em sua redação original, em que se prevê a adoção de procedimentos análogos aos estabelecidos na Lei 8.666/1993."
662,5,"No âmbito de projetos de cooperação técnica internacional, é possível a utilização do Manual de Convergência de Normas Licitatórias na aquisição de bens e contratação de serviços custeados com recursos próprios nacionais, uma vez que suas regras e procedimentos coadunam-se com os princípios constitucionais que regem a Administração Pública e harmonizam-se com o que dispõe a Lei 8.666/1993."
663,5,"A movimentação dos recursos federais repassados no âmbito do PNAE deve ser realizada em conta bancária específica, devendo os saldos existentes, enquanto não empregados na sua finalidade, serem aplicados no mercado financeiro."
